TASK_ID,STATUS,USER_ID,IP_ADDRESS,COUNTRY,START_TIME,FINISH_TIME,TIME_TOOK_TO_COMPLETE_TASK,VIDEO_URL,speak_language,category,mrbeast,arborday,teamtrees_org,noteble_youtuber,noteble_entrepreneur,event_name,quality,creativity,awareness
9405170,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Saturday, 08-Feb-20 05:17:16 EST","Saturday, 08-Feb-20 05:26:19 EST",9 minute(s) and 3 second(s),https://www.youtube.com/embed/smGmC-o4CvU?autoplay=0,speak_yes,knowledge,0,1,0,0,0,TeamTrees,high,high,very_high
9410852,OK,a4ba7ac3,2003:c5:713:8100:112b:6b32:fab9:4de9,United Kingdom,"Saturday, 08-Feb-20 08:25:48 EST","Saturday, 08-Feb-20 08:33:42 EST",7 minute(s) and 54 second(s),https://www.youtube.com/embed/PeyYmhPcOiY?autoplay=0,speak_yes,comment_news,1,1,1,0,0,TeamTrees,high,high,neutral
9405061,OK,e18729fe,24.76.93.26,Canada,"Friday, 07-Feb-20 16:47:19 EST","Friday, 07-Feb-20 16:52:15 EST",4 minute(s) and 56 second(s),https://www.youtube.com/embed/zIyshL3PdD4?autoplay=0,speak_yes,spread_word,1,0,1,0,0,TeamTrees,high,neutral,very_high
9422661,OK,df6282ae,2a02:8084:88c2:2800:942e:a907:3b0a:ad98,Ireland,"Monday, 10-Feb-20 08:37:17 EST","Monday, 10-Feb-20 08:46:08 EST",8 minute(s) and 51 second(s),https://www.youtube.com/embed/mUb65tbOtoI?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,TeamTrees,neutral,low,neutral
9419154,OK,ca7dcfcd,128.189.190.145,Canada,"Sunday, 09-Feb-20 23:49:54 EST","Sunday, 09-Feb-20 23:56:43 EST",6 minute(s) and 49 second(s),https://www.youtube.com/embed/w5r2fq-uq48?autoplay=0,speak_yes,knowledge,0,0,0,0,0,TeamTrees,low,neutral,neutral
9407627,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 04:01:31 EST","Saturday, 08-Feb-20 04:13:03 EST",11 minute(s) and 32 second(s),https://www.youtube.com/embed/WKf5SmWuT-Q?autoplay=0,speak_yes,planting_trees,0,1,1,0,0,TeamTrees,high,high,high
9405248,OK,f103657b,2600:1:9361:47d3:c0e4:3850:b3e3:ed5f,United States,"Friday, 07-Feb-20 19:42:02 EST","Friday, 07-Feb-20 19:51:32 EST",9 minute(s) and 30 second(s),https://www.youtube.com/embed/QdTcT2bYWhM?autoplay=0,speak_yes,theme_creation_object,1,1,1,0,0,TeamTrees,high,very_high,high
9405205,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Friday, 07-Feb-20 18:01:12 EST","Friday, 07-Feb-20 18:09:03 EST",7 minute(s) and 51 second(s),https://www.youtube.com/embed/c7zizaxZKDQ?autoplay=0,speak_yes,planting_trees,1,1,0,0,0,TeamTrees,high,neutral,neutral
9412010,OK,5fb336fc,186.93.176.177,United States,"Saturday, 08-Feb-20 11:50:23 EST","Saturday, 08-Feb-20 11:52:54 EST",2 minute(s) and 31 second(s),https://www.youtube.com/embed/D5U2zMXfabc?autoplay=0,speak_little,theme_creation_performance,0,0,1,0,0,TeamTrees,neutral,high,high
9407595,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 03:22:46 EST","Saturday, 08-Feb-20 03:29:54 EST",7 minute(s) and 8 second(s),https://www.youtube.com/embed/gfwX5niNBdY?autoplay=0,speak_yes,spread_word,0,1,1,0,0,TeamTrees,high,high,high
9411177,OK,92f4adf0,70.113.252.102,United States,"Saturday, 08-Feb-20 08:48:52 EST","Saturday, 08-Feb-20 08:59:10 EST",10 minute(s) and 18 second(s),https://www.youtube.com/embed/d2f0S4GPMus?autoplay=0,speak_yes,live_stream_game,0,0,1,0,0,TeamTrees,neutral,low,low
9410857,OK,be20033a,121.208.150.121,Australia,"Saturday, 08-Feb-20 08:31:43 EST","Saturday, 08-Feb-20 08:34:49 EST",3 minute(s) and 6 second(s),https://www.youtube.com/embed/0eqSMC-Ndtk?autoplay=0,speak_yes,planting_trees,0,0,0,0,0,TeamTrees,high,high,very_high
9405236,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Friday, 07-Feb-20 18:09:35 EST","Friday, 07-Feb-20 18:18:16 EST",8 minute(s) and 41 second(s),https://www.youtube.com/embed/Kvy4c-Vab_Y?autoplay=0,speak_yes,live_stream_game,1,1,1,0,0,TeamTrees,high,low,high
9407598,NOK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 06:56:23 EST","Saturday, 08-Feb-20 07:08:37 EST",12 minute(s) and 14 second(s),https://www.youtube.com/embed/CJ-HVyJKwwk?autoplay=0,speak_yes,live_stream_game,1,0,0,0,0,TeamTrees,neutral,neutral,neutral
9413240,OK,6dea6332,72.140.51.160,Canada,"Saturday, 08-Feb-20 20:59:41 EST","Saturday, 08-Feb-20 21:09:41 EST",10 minute(s) and 0 second(s),https://www.youtube.com/embed/CJ-HVyJKwwk?autoplay=0,speak_yes,donating,1,1,1,1,1,TeamTrees,neutral,low,high
9405175,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Saturday, 08-Feb-20 05:26:27 EST","Saturday, 08-Feb-20 05:28:15 EST",1 minute(s) and 48 second(s),https://www.youtube.com/embed/5TEDhySjOQM?autoplay=0,speak_yes,spread_word,1,1,1,0,0,TeamTrees,low,very_low,high
9405051,NOK,1c94bf55,24.1.182.169,United States,"Friday, 07-Feb-20 19:28:36 EST","Friday, 07-Feb-20 19:31:20 EST",2 minute(s) and 44 second(s),https://www.youtube.com/embed/JnY4IpLU0EY?autoplay=0,speak_yes,spread_word,0,0,1,0,0,TeamTrees,high,high,high
9412745,OK,a4ba7ac3,2003:c5:713:8100:a4d9:dc8:47c8:b7a,United Kingdom,"Saturday, 08-Feb-20 15:13:55 EST","Saturday, 08-Feb-20 15:19:37 EST",5 minute(s) and 42 second(s),https://www.youtube.com/embed/JnY4IpLU0EY?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,TeamTrees,high,neutral,high
9411258,OK,92f4adf0,70.113.252.102,United States,"Saturday, 08-Feb-20 08:59:19 EST","Saturday, 08-Feb-20 09:12:02 EST",12 minute(s) and 43 second(s),https://www.youtube.com/embed/9Qtbryjh_0E?autoplay=0,speak_yes,spread_word,0,0,1,0,0,TeamTrees,neutral,neutral,neutral
9405186,NOK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Saturday, 08-Feb-20 05:28:24 EST","Saturday, 08-Feb-20 05:30:08 EST",1 minute(s) and 44 second(s),https://www.youtube.com/embed/l7AU39s8nUg?autoplay=0,speak_yes,theme_creation_object,0,0,0,0,0,TeamTrees,very_low,very_low,very_low
9413053,OK,a4ba7ac3,2003:c5:713:8100:6c56:f3c3:db7:f4a6,United Kingdom,"Saturday, 08-Feb-20 19:07:54 EST","Saturday, 08-Feb-20 19:14:30 EST",6 minute(s) and 36 second(s),https://www.youtube.com/embed/l7AU39s8nUg?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,TeamTrees,neutral,neutral,neutral
9407602,NOK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 07:35:33 EST","Saturday, 08-Feb-20 07:42:10 EST",6 minute(s) and 37 second(s),https://www.youtube.com/embed/rjmIEtYKJrM?autoplay=0,speak_yes,knowledge,1,1,0,0,0,abd,very_high,very_high,very_high
9413263,OK,6dea6332,72.140.51.160,Canada,"Saturday, 08-Feb-20 21:09:50 EST","Saturday, 08-Feb-20 21:16:00 EST",6 minute(s) and 10 second(s),https://www.youtube.com/embed/rjmIEtYKJrM?autoplay=0,speak_yes,comment_news,1,1,0,1,0,TeamTrees,low,low,low
9403889,OK,e4052d9b,2600:6c50:580:458:b5bb:9b68:25a5:9a3a,United States,"Saturday, 08-Feb-20 12:10:23 EST","Saturday, 08-Feb-20 12:14:26 EST",4 minute(s) and 3 second(s),https://www.youtube.com/embed/8nrj_06W06c?autoplay=0,speak_yes,live_stream_game,1,1,1,0,0,TeamTrees,low,very_low,low
9407605,NOK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 07:47:34 EST","Saturday, 08-Feb-20 07:53:59 EST",6 minute(s) and 25 second(s),https://www.youtube.com/embed/tz3nHo8ZWDA?autoplay=0,speak_yes,knowledge,0,1,0,0,0,pd,very_high,neutral,very_high
9413269,OK,6dea6332,72.140.51.160,Canada,"Saturday, 08-Feb-20 21:16:08 EST","Saturday, 08-Feb-20 21:22:03 EST",5 minute(s) and 55 second(s),https://www.youtube.com/embed/tz3nHo8ZWDA?autoplay=0,speak_yes,knowledge,1,1,0,1,0,TeamTrees,low,high,neutral
9405241,OK,8545f2f8,2a02:c7f:700a:ee00:f163:db19:e0eb:4c02,United Kingdom,"Saturday, 08-Feb-20 05:30:15 EST","Saturday, 08-Feb-20 05:35:38 EST",5 minute(s) and 23 second(s),https://www.youtube.com/embed/DOdDURQtXFI?autoplay=0,speak_yes,theme_creation_performance,1,0,0,0,0,TeamTrees,very_low,very_low,neutral
9405181,OK,8545f2f8,2a02:c7f:700a:ee00:7094:5957:56e2:474b,United Kingdom,"Friday, 07-Feb-20 17:45:51 EST","Friday, 07-Feb-20 17:53:04 EST",7 minute(s) and 13 second(s),https://www.youtube.com/embed/x8r2UhAgvVY?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,TeamTrees,neutral,high,high
9407750,NOK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 08:39:00 EST","Saturday, 08-Feb-20 08:44:44 EST",5 minute(s) and 44 second(s),https://www.youtube.com/embed/yu_Hl9zrnAk?autoplay=0,speak_no,not_recognized,0,0,1,0,0,lg,neutral,neutral,neutral
9413278,OK,665214a8,69.180.194.137,United States,"Saturday, 08-Feb-20 21:37:34 EST","Saturday, 08-Feb-20 21:45:08 EST",7 minute(s) and 34 second(s),https://www.youtube.com/embed/yu_Hl9zrnAk?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,TeamTrees,low,high,high
9407593,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 03:14:17 EST","Saturday, 08-Feb-20 03:22:09 EST",7 minute(s) and 52 second(s),https://www.youtube.com/embed/Vx6H1uvQd7k?autoplay=0,speak_yes,knowledge,0,0,1,0,0,TeamTrees,neutral,high,neutral
9406370,OK,c509dd97,71.78.219.181,United States,"Friday, 07-Feb-20 23:05:31 EST","Friday, 07-Feb-20 23:16:12 EST",10 minute(s) and 41 second(s),https://www.youtube.com/embed/Cpt2UYCAyaw?autoplay=0,speak_yes,theme_creation_performance,1,0,1,0,0,TeamTrees,high,high,high
9405274,OK,a4ba7ac3,2003:c5:713:8100:5964:9375:91f1:26ac,United Kingdom,"Friday, 07-Feb-20 18:53:12 EST","Friday, 07-Feb-20 19:03:14 EST",10 minute(s) and 2 second(s),https://www.youtube.com/embed/qJWG7raBlT8?autoplay=0,speak_yes,knowledge,0,1,1,0,0,TeamTrees,high,high,high
9404743,NOK,347e4dc2,2606:6000:6944:fd00:65ec:43e7:b69b:190,United States,"Saturday, 08-Feb-20 13:43:12 EST","Saturday, 08-Feb-20 13:44:05 EST",0 minute(s) and 53 second(s),https://www.youtube.com/embed/XE3HJZRQ230?autoplay=0,speak_yes,donating,1,1,1,0,0,TeamTrees,neutral,high,very_high
9414898,OK,fab6a276,47.184.150.146,United States,"Sunday, 09-Feb-20 11:57:49 EST","Sunday, 09-Feb-20 12:03:58 EST",6 minute(s) and 9 second(s),https://www.youtube.com/embed/XE3HJZRQ230?autoplay=0,speak_yes,theme_creation_performance,1,0,1,0,0,TeamTrees,very_high,very_high,very_high
9419522,OK,ca7dcfcd,128.189.190.145,Canada,"Monday, 10-Feb-20 07:43:20 EST","Monday, 10-Feb-20 07:48:44 EST",5 minute(s) and 24 second(s),https://www.youtube.com/embed/m_IcLoPpwQs?autoplay=0,speak_yes,donating,0,0,0,0,1,TeamTrees,neutral,neutral,low
9405166,OK,1c94bf55,24.1.182.169,United States,"Friday, 07-Feb-20 17:32:21 EST","Friday, 07-Feb-20 17:39:23 EST",7 minute(s) and 2 second(s),https://www.youtube.com/embed/EpVnGX2nRtg?autoplay=0,speak_yes,donating,1,0,1,0,0,TeamTrees,very_high,very_high,very_high
9405259,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Friday, 07-Feb-20 18:43:52 EST","Friday, 07-Feb-20 18:49:03 EST",5 minute(s) and 11 second(s),https://www.youtube.com/embed/gIujYl56sJQ?autoplay=0,speak_yes,spread_word,1,1,1,0,0,TeamTrees,neutral,neutral,high
9404132,OK,5fb336fc,186.93.176.177,United States,"Friday, 07-Feb-20 15:45:38 EST","Friday, 07-Feb-20 15:47:22 EST",1 minute(s) and 44 second(s),https://www.youtube.com/embed/Ca7k3R4aGtk?autoplay=0,speak_little,theme_creation_performance,0,0,1,0,1,TeamTrees,high,high,neutral
9405250,OK,f103657b,2600:1:9361:47d3:c0e4:3850:b3e3:ed5f,United States,"Friday, 07-Feb-20 18:36:07 EST","Friday, 07-Feb-20 18:39:08 EST",3 minute(s) and 1 second(s),https://www.youtube.com/embed/GPEt2b5L_qI?autoplay=0,speak_yes,live_stream_stat,1,0,0,1,0,TeamTrees,neutral,neutral,neutral
9407761,NOK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 08:44:57 EST","Saturday, 08-Feb-20 08:47:49 EST",2 minute(s) and 52 second(s),https://www.youtube.com/embed/FZY5OvdnGD8?autoplay=0,speak_yes,not_recognized,0,0,1,0,0,pd,neutral,neutral,neutral
9413335,OK,740d2cbb,70.91.187.165,United States,"Saturday, 08-Feb-20 22:44:01 EST","Saturday, 08-Feb-20 22:48:21 EST",4 minute(s) and 20 second(s),https://www.youtube.com/embed/FZY5OvdnGD8?autoplay=0,speak_yes,donating,1,0,1,1,0,TeamTrees,high,high,high
9405247,OK,8545f2f8,2a02:c7f:700a:ee00:f163:db19:e0eb:4c02,United Kingdom,"Saturday, 08-Feb-20 05:35:46 EST","Saturday, 08-Feb-20 05:40:52 EST",5 minute(s) and 6 second(s),https://www.youtube.com/embed/I2-LO8v43BY?autoplay=0,speak_yes,theme_creation_object,0,1,1,0,0,TeamTrees,high,high,neutral
9407600,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 07:09:22 EST","Saturday, 08-Feb-20 07:20:55 EST",11 minute(s) and 33 second(s),https://www.youtube.com/embed/vXdKMmkVrcw?autoplay=0,speak_yes,live_stream_game,0,0,1,0,0,TeamTrees,neutral,neutral,neutral
9405253,OK,8545f2f8,2a02:c7f:700a:ee00:f163:db19:e0eb:4c02,United Kingdom,"Saturday, 08-Feb-20 05:41:00 EST","Saturday, 08-Feb-20 05:47:54 EST",6 minute(s) and 54 second(s),https://www.youtube.com/embed/3kALfmBXDmw?autoplay=0,speak_yes,live_stream_game,0,0,0,0,0,TeamTrees,very_low,very_low,very_low
9407601,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 07:21:49 EST","Saturday, 08-Feb-20 07:35:06 EST",13 minute(s) and 17 second(s),https://www.youtube.com/embed/9iHYHTFZ9To?autoplay=0,speak_yes,comment_news,1,1,1,0,1,TeamTrees,low,neutral,neutral
9412922,OK,2e89b233,45.24.105.184,United States,"Saturday, 08-Feb-20 17:18:41 EST","Saturday, 08-Feb-20 17:19:41 EST",1 minute(s) and 0 second(s),https://www.youtube.com/embed/mkgCuhs4Ed8?autoplay=0,speak_yes,theme_creation_object,0,1,1,0,0,TeamTrees,neutral,neutral,neutral
9412889,OK,a4ba7ac3,2003:c5:713:8100:a4d9:dc8:47c8:b7a,United Kingdom,"Saturday, 08-Feb-20 16:57:02 EST","Saturday, 08-Feb-20 17:10:47 EST",13 minute(s) and 45 second(s),https://www.youtube.com/embed/kV-HBBfyL4E?autoplay=0,speak_yes,comment_news,1,1,1,1,1,TeamTrees,high,high,high