TASK_ID,SAME_TASK_GROUP_ID,STATUS,USER_ID,IP_ADDRESS,COUNTRY,START_TIME,FINISH_TIME,TIME_TOOK_TO_COMPLETE_TASK,VIDEO_URL,speak_language,category,mrbeast,arborday,teamtrees_org,noteble_youtuber,noteble_entrepreneur,quality,creativity,awareness,event_name
9106874,G5e20a0a6dfdac,OK,2779e6bc,67.83.37.43,United States,"Thursday, 16-Jan-20 12:54:47 EST","Thursday, 16-Jan-20 13:00:39 EST",5 minute(s) and 52 second(s),https://www.youtube.com/embed/AYo5-OkjSk0?autoplay=0,speak_yes,spread_word,1,0,1,0,1,very_high,very_high,very_high,TeamTrees
9108177,G5e20a0a6e03b9,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:34:15 EST","Thursday, 16-Jan-20 13:37:29 EST",3 minute(s) and 14 second(s),https://www.youtube.com/embed/VqgpU84RC2I?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,high,neutral,neutral,TeamTrees
9106796,G5e20a0a6dec99,OK,2779e6bc,67.83.37.43,United States,"Thursday, 16-Jan-20 12:47:10 EST","Thursday, 16-Jan-20 12:54:38 EST",7 minute(s) and 28 second(s),https://www.youtube.com/embed/AMffdVUQgbk?autoplay=0,speak_yes,live_stream_stat,1,1,1,1,1,high,very_high,high,TeamTrees
9106872,G5e20a0a6dec99,OK,e46e2603,2605:e000:a792:ce00:4db0:b519:ef0a:24ec,United States,"Thursday, 16-Jan-20 12:53:45 EST","Thursday, 16-Jan-20 12:59:57 EST",6 minute(s) and 12 second(s),https://www.youtube.com/embed/AMffdVUQgbk?autoplay=0,speak_yes,live_stream_stat,1,0,1,1,1,very_high,very_high,very_high,TeamTrees
9107553,G5e20a0a6dec99,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:18:43 EST","Thursday, 16-Jan-20 13:20:21 EST",1 minute(s) and 38 second(s),https://www.youtube.com/embed/AMffdVUQgbk?autoplay=0,speak_yes,donating,0,0,1,0,1,very_high,very_high,high,TeamTrees
9110491,G5e20a0a6e0ac3,OK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 16:02:17 EST","Thursday, 16-Jan-20 16:03:31 EST",1 minute(s) and 14 second(s),https://www.youtube.com/embed/g6JkRxhPAHI?autoplay=0,speak_yes,theme_creation_performance,0,0,1,1,0,high,high,neutral,TeamTrees
9110555,G5e20a0a6e0ac3,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 16:19:24 EST","Thursday, 16-Jan-20 16:22:12 EST",2 minute(s) and 48 second(s),https://www.youtube.com/embed/g6JkRxhPAHI?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,very_high,very_high,high,TeamTrees
9110601,G5e20a0a6e0ac3,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 16:48:08 EST","Thursday, 16-Jan-20 16:52:59 EST",4 minute(s) and 51 second(s),https://www.youtube.com/embed/g6JkRxhPAHI?autoplay=0,speak_yes,live_stream_game,1,0,0,0,0,low,high,low,TeamTrees
9108625,G5e20a0a6e074d,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:50:41 EST","Thursday, 16-Jan-20 13:54:38 EST",3 minute(s) and 57 second(s),https://www.youtube.com/embed/KijsOzOdQ-M?autoplay=0,speak_yes,theme_creation_performance,1,1,1,0,0,very_high,very_high,very_high,TeamTrees
9109248,G5e20a0a6e074d,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 14:14:46 EST","Thursday, 16-Jan-20 14:18:07 EST",3 minute(s) and 21 second(s),https://www.youtube.com/embed/KijsOzOdQ-M?autoplay=0,speak_yes,theme_creation_performance,1,1,1,0,0,high,very_high,high,TeamTrees
9110472,G5e20a0a6e074d,OK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 15:54:37 EST","Thursday, 16-Jan-20 15:55:48 EST",1 minute(s) and 11 second(s),https://www.youtube.com/embed/KijsOzOdQ-M?autoplay=0,speak_yes,theme_creation_performance,1,0,1,1,0,neutral,high,neutral,TeamTrees
9108155,G5e20a0a6e03b9,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:33:36 EST","Thursday, 16-Jan-20 13:35:23 EST",1 minute(s) and 47 second(s),https://www.youtube.com/embed/VqgpU84RC2I?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,high,high,very_high,TeamTrees
9108826,G5e20a0a6e03b9,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 13:57:55 EST","Thursday, 16-Jan-20 14:02:05 EST",4 minute(s) and 10 second(s),https://www.youtube.com/embed/VqgpU84RC2I?autoplay=0,speak_yes,spread_word,1,1,1,0,0,high,very_high,high,TeamTrees
9110610,G5e20a0a6e0d12,OK,eac0a6ed,201.208.11.207,United States,"Thursday, 16-Jan-20 17:01:02 EST","Thursday, 16-Jan-20 17:02:41 EST",1 minute(s) and 39 second(s),https://www.youtube.com/embed/WcnVW1W705k?autoplay=0,speak_yes,planting_trees,0,0,1,0,0,very_high,very_high,very_high,TeamTrees
9110497,G5e20a0a6e0beb,NOK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 16:26:22 EST","Thursday, 16-Jan-20 16:28:01 EST",1 minute(s) and 39 second(s),https://www.youtube.com/embed/ajrTfdRGfy8?autoplay=0,speak_yes,spread_word,1,1,1,1,0,high,high,neutral,TeamTrees
9110565,G5e20a0a6e0beb,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 16:22:25 EST","Thursday, 16-Jan-20 16:28:36 EST",6 minute(s) and 11 second(s),https://www.youtube.com/embed/ajrTfdRGfy8?autoplay=0,speak_yes,spread_word,1,1,1,0,0,very_high,very_high,very_high,TeamTrees
9110606,G5e20a0a6e0beb,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 16:53:06 EST","Thursday, 16-Jan-20 17:01:18 EST",8 minute(s) and 12 second(s),https://www.youtube.com/embed/ajrTfdRGfy8?autoplay=0,speak_yes,spread_word,1,1,1,0,0,high,very_high,high,TeamTrees
9110776,G5e20a0a6e0beb,NOK,eac0a6ed,201.208.11.207,United States,"Thursday, 16-Jan-20 18:49:38 EST","Thursday, 16-Jan-20 18:50:35 EST",0 minute(s) and 57 second(s),https://www.youtube.com/embed/ajrTfdRGfy8?autoplay=0,speak_yes,theme_creation_object,0,0,1,0,0,very_high,very_high,very_high,TeamTrees
9110821,G5e20a0a6e0beb,OK,4a204893,216.10.217.20,Jamaica,"Thursday, 16-Jan-20 19:24:37 EST","Thursday, 16-Jan-20 19:26:22 EST",1 minute(s) and 45 second(s),https://www.youtube.com/embed/ajrTfdRGfy8?autoplay=0,speak_yes,spread_word,1,0,0,0,0,high,high,high,TeamTrees
9108565,G5e20a0a6e061f,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:43:37 EST","Thursday, 16-Jan-20 13:50:24 EST",6 minute(s) and 47 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,not_recognized,1,0,1,0,0,high,high,high,TeamTrees
9108834,G5e20a0a6e061f,NOK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:56:55 EST","Thursday, 16-Jan-20 14:03:10 EST",6 minute(s) and 15 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_no,live_stream_game,0,0,1,0,0,high,neutral,neutral,TeamTrees
9109239,G5e20a0a6e061f,NOK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 14:09:12 EST","Thursday, 16-Jan-20 14:14:33 EST",5 minute(s) and 21 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,spread_word,1,1,1,0,0,neutral,high,high,TeamTrees
9110523,G5e20a0a6e061f,NOK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 16:08:23 EST","Thursday, 16-Jan-20 16:10:19 EST",1 minute(s) and 56 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,spread_word,1,0,1,1,0,high,high,high,TeamTrees
9110622,G5e20a0a6e061f,OK,eac0a6ed,201.208.11.207,United States,"Thursday, 16-Jan-20 17:04:41 EST","Thursday, 16-Jan-20 17:05:23 EST",0 minute(s) and 42 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,theme_creation_object,0,1,0,0,0,very_high,very_high,very_high,TeamTrees
9110779,G5e20a0a6e061f,NOK,4a204893,216.10.217.20,Jamaica,"Thursday, 16-Jan-20 18:50:59 EST","Thursday, 16-Jan-20 18:53:02 EST",2 minute(s) and 3 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,spread_word,1,0,1,0,0,high,high,high,TeamTrees
9110788,G5e20a0a6e0d12,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 18:49:46 EST","Thursday, 16-Jan-20 19:01:48 EST",12 minute(s) and 2 second(s),https://www.youtube.com/embed/WcnVW1W705k?autoplay=0,speak_yes,planting_trees,0,1,0,0,0,high,very_high,high,TeamTrees
9110574,G5e20a0a6e0d12,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 16:29:15 EST","Thursday, 16-Jan-20 16:34:19 EST",5 minute(s) and 4 second(s),https://www.youtube.com/embed/WcnVW1W705k?autoplay=0,speak_yes,planting_trees,0,1,1,0,0,high,high,high,TeamTrees
9107017,G5e20a0a6dfdac,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:00:28 EST","Thursday, 16-Jan-20 13:08:00 EST",7 minute(s) and 32 second(s),https://www.youtube.com/embed/AYo5-OkjSk0?autoplay=0,speak_yes,not_recognized,1,1,1,0,0,very_high,very_high,very_high,TeamTrees
9108073,G5e20a0a6e0294,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:31:17 EST","Thursday, 16-Jan-20 13:33:28 EST",2 minute(s) and 11 second(s),https://www.youtube.com/embed/SNdtMjkRVrU?autoplay=0,speak_yes,knowledge,0,0,1,0,1,very_high,high,high,TeamTrees
9107801,G5e20a0a6dfdac,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:20:34 EST","Thursday, 16-Jan-20 13:23:52 EST",3 minute(s) and 18 second(s),https://www.youtube.com/embed/AYo5-OkjSk0?autoplay=0,speak_yes,planting_trees,0,1,0,0,1,very_high,high,high,TeamTrees
9107489,G5e20a0a6dff13,OK,d2a83828,208.131.165.138,Jamaica,"Thursday, 16-Jan-20 13:06:38 EST","Thursday, 16-Jan-20 13:19:21 EST",12 minute(s) and 43 second(s),https://www.youtube.com/embed/WLMOmHHnddw?autoplay=0,speak_yes,planting_trees,1,0,0,1,1,high,neutral,neutral,TeamTrees
9107258,G5e20a0a6dff13,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:08:21 EST","Thursday, 16-Jan-20 13:11:45 EST",3 minute(s) and 24 second(s),https://www.youtube.com/embed/WLMOmHHnddw?autoplay=0,speak_yes,spread_word,1,0,1,1,1,very_high,very_high,very_high,TeamTrees
9107853,G5e20a0a6dff13,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:24:06 EST","Thursday, 16-Jan-20 13:26:18 EST",2 minute(s) and 12 second(s),https://www.youtube.com/embed/WLMOmHHnddw?autoplay=0,speak_yes,theme_creation_object,1,0,1,1,1,low,high,high,TeamTrees
9107340,G5e20a0a6e0044,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:12:01 EST","Thursday, 16-Jan-20 13:14:08 EST",2 minute(s) and 7 second(s),https://www.youtube.com/embed/TRIBbTo5Svc?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,very_high,very_high,very_high,TeamTrees
9107865,G5e20a0a6e0044,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:26:42 EST","Thursday, 16-Jan-20 13:27:54 EST",1 minute(s) and 12 second(s),https://www.youtube.com/embed/TRIBbTo5Svc?autoplay=0,speak_yes,planting_trees,0,0,1,0,0,high,high,high,TeamTrees
9107874,G5e20a0a6e0044,OK,2779e6bc,67.83.37.43,United States,"Thursday, 16-Jan-20 13:27:41 EST","Thursday, 16-Jan-20 13:29:32 EST",1 minute(s) and 51 second(s),https://www.youtube.com/embed/TRIBbTo5Svc?autoplay=0,speak_yes,theme_creation_performance,0,0,1,0,0,very_high,very_high,very_high,TeamTrees
9110477,G5e20a0a6e0876,OK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 15:56:09 EST","Thursday, 16-Jan-20 15:58:52 EST",2 minute(s) and 43 second(s),https://www.youtube.com/embed/tNJCYwual9Q?autoplay=0,speak_yes,theme_creation_performance,0,0,1,1,0,high,very_high,high,TeamTrees
9110483,G5e20a0a6e0876,OK,eac0a6ed,201.208.11.207,United States,"Thursday, 16-Jan-20 15:56:54 EST","Thursday, 16-Jan-20 16:00:50 EST",3 minute(s) and 56 second(s),https://www.youtube.com/embed/tNJCYwual9Q?autoplay=0,speak_yes,live_stream_game,0,1,1,0,0,very_high,very_high,very_high,TeamTrees
9110648,G5e20a0a6e0876,OK,2c44a3a6,186.95.33.154,United States,"Thursday, 16-Jan-20 17:06:34 EST","Thursday, 16-Jan-20 17:12:49 EST",6 minute(s) and 15 second(s),https://www.youtube.com/embed/tNJCYwual9Q?autoplay=0,speak_little,theme_creation_object,1,1,1,0,1,high,very_high,neutral,TeamTrees
9108099,G5e20a0a6e0294,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:27:39 EST","Thursday, 16-Jan-20 13:33:55 EST",6 minute(s) and 16 second(s),https://www.youtube.com/embed/SNdtMjkRVrU?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,high,high,neutral,TeamTrees
9108766,G5e20a0a6e0294,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 13:44:27 EST","Thursday, 16-Jan-20 13:57:42 EST",13 minute(s) and 15 second(s),https://www.youtube.com/embed/SNdtMjkRVrU?autoplay=0,speak_yes,theme_creation_object,1,0,1,0,0,high,very_high,high,TeamTrees
9110514,G5e20a0a6e0d12,NOK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 16:06:28 EST","Thursday, 16-Jan-20 16:08:13 EST",1 minute(s) and 45 second(s),https://www.youtube.com/embed/WcnVW1W705k?autoplay=0,speak_yes,spread_word,0,0,1,1,1,high,high,neutral,TeamTrees
9107441,G5e20a0a6e016e,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:14:24 EST","Thursday, 16-Jan-20 13:18:26 EST",4 minute(s) and 2 second(s),https://www.youtube.com/embed/SLHCA-hHx4Y?autoplay=0,speak_yes,knowledge,1,1,1,0,0,very_high,very_high,very_high,TeamTrees
9107944,G5e20a0a6e016e,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:28:00 EST","Thursday, 16-Jan-20 13:31:11 EST",3 minute(s) and 11 second(s),https://www.youtube.com/embed/SLHCA-hHx4Y?autoplay=0,speak_yes,knowledge,0,0,1,0,0,high,high,high,TeamTrees
9108190,G5e20a0a6e016e,OK,2779e6bc,67.83.37.43,United States,"Thursday, 16-Jan-20 13:36:01 EST","Thursday, 16-Jan-20 13:40:25 EST",4 minute(s) and 24 second(s),https://www.youtube.com/embed/SLHCA-hHx4Y?autoplay=0,speak_yes,spread_word,1,1,1,0,0,very_high,very_high,very_high,TeamTrees
9110481,G5e20a0a6e099c,OK,1dff5063,173.242.133.207,United States,"Thursday, 16-Jan-20 15:59:17 EST","Thursday, 16-Jan-20 16:00:34 EST",1 minute(s) and 17 second(s),https://www.youtube.com/embed/k0DHJTG2iuQ?autoplay=0,speak_yes,knowledge,0,1,1,1,0,high,neutral,neutral,TeamTrees
9110549,G5e20a0a6e099c,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 16:12:12 EST","Thursday, 16-Jan-20 16:19:09 EST",6 minute(s) and 57 second(s),https://www.youtube.com/embed/k0DHJTG2iuQ?autoplay=0,speak_yes,knowledge,0,1,1,0,0,very_high,very_high,very_high,TeamTrees
9110605,G5e20a0a6e099c,NOK,eac0a6ed,201.208.11.207,United States,"Thursday, 16-Jan-20 16:58:23 EST","Thursday, 16-Jan-20 17:00:07 EST",1 minute(s) and 44 second(s),https://www.youtube.com/embed/k0DHJTG2iuQ?autoplay=0,speak_yes,theme_creation_object,0,0,1,0,0,very_high,very_high,very_high,TeamTrees
9110782,G5e20a0a6e099c,NOK,4a204893,216.10.217.20,Jamaica,"Thursday, 16-Jan-20 18:53:08 EST","Thursday, 16-Jan-20 18:55:11 EST",2 minute(s) and 3 second(s),https://www.youtube.com/embed/k0DHJTG2iuQ?autoplay=0,speak_yes,spread_word,0,1,1,0,0,high,high,high,TeamTrees
9110972,G5e20a0a6e099c,OK,4995b78b,208.163.45.137,Jamaica,"Thursday, 16-Jan-20 21:45:15 EST","Thursday, 16-Jan-20 21:54:10 EST",8 minute(s) and 55 second(s),https://www.youtube.com/embed/k0DHJTG2iuQ?autoplay=0,speak_yes,knowledge,1,0,1,0,1,very_high,high,very_high,TeamTrees
9108189,G5e20a0a6e04f2,OK,339d4c7e,24.24.169.139,United States,"Thursday, 16-Jan-20 13:37:09 EST","Thursday, 16-Jan-20 13:39:54 EST",2 minute(s) and 45 second(s),https://www.youtube.com/embed/0ksapLvMrgE?autoplay=0,speak_yes,donating,0,0,0,0,1,low,high,high,TeamTrees
9108274,G5e20a0a6e04f2,OK,e46e2603,172.116.205.209,United States,"Thursday, 16-Jan-20 13:37:44 EST","Thursday, 16-Jan-20 13:43:12 EST",5 minute(s) and 28 second(s),https://www.youtube.com/embed/0ksapLvMrgE?autoplay=0,speak_yes,not_recognized,1,0,1,0,1,high,high,neutral,TeamTrees
9109053,G5e20a0a6e04f2,OK,2701dd77,2601:900:8200:e90:3949:e9ef:1977:8dc,United States,"Thursday, 16-Jan-20 14:02:17 EST","Thursday, 16-Jan-20 14:09:03 EST",6 minute(s) and 46 second(s),https://www.youtube.com/embed/0ksapLvMrgE?autoplay=0,speak_yes,comment_news,1,0,0,0,1,low,low,neutral,TeamTrees
9110943,G5e20a0a6e061f,OK,1b7aa48b,74.111.8.182,United States,"Thursday, 16-Jan-20 21:20:32 EST","Thursday, 16-Jan-20 21:22:07 EST",1 minute(s) and 35 second(s),https://www.youtube.com/embed/F5-Mv4ZO3fk?autoplay=0,speak_yes,spread_word,1,1,1,0,0,low,low,neutral,TeamTrees
